id,stage_no,record_type,stage,attr_group,benefit,attribute,attr_low,attr_medium,attr_high,category_code,country_code,stage_group,attribute_rank
2892,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Mild and gentle on skin,in_drag_imm,7.86,0,79.73,FC,IN,CLT B9-10 Skin feel IMD,15
2893,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Mild and gentle on skin,in_cooling,0.0,0,27.93,FC,IN,CLT B9-10 Skin feel IMD,16
2894,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Mild and gentle on skin,in_wet,1.79,0,89.79,FC,IN,CLT B9-10 Skin feel IMD,17
2895,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Mild and gentle on skin,ft_stringiness,3.57,0,67.36,FC,IN,CLT B9-10 Skin feel IMD,18
2896,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_thickness,11.71,0,75.67,FC,IN,CLT B15-16 CLT Fingertip,1
2897,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_greasy,3.93,0,82.86,FC,IN,CLT B15-16 CLT Fingertip,2
2898,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,ft_firmness,6.71,0,79.57,FC,IN,CLT B15-16 CLT Fingertip,3
2899,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B15-16 CLT Fingertip,4
2900,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,oily_ft,0.0,0,92.07,FC,IN,CLT B15-16 CLT Fingertip,5
2901,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_drag_imm,7.86,0,79.73,FC,IN,CLT B15-16 CLT Fingertip,6
2902,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_waxy_imm,5.0,0,31.53,FC,IN,CLT B15-16 CLT Fingertip,7
2903,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,ft_sticky,4.93,0,74.43,FC,IN,CLT B15-16 CLT Fingertip,8
2904,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,ft_stringiness,3.57,0,67.36,FC,IN,CLT B15-16 CLT Fingertip,9
2905,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_oily,0.57,0,82.5,FC,IN,CLT B15-16 CLT Fingertip,10
2906,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,ft_peaking,3.57,0,78.27,FC,IN,CLT B15-16 CLT Fingertip,11
2907,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_creamy,7.0,0,65.33,FC,IN,CLT B15-16 CLT Fingertip,12
2908,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_oily_imm,0.64,0,79.64,FC,IN,CLT B15-16 CLT Fingertip,13
2909,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,amount_of_residue,22.21,0,93.79,FC,IN,CLT B15-16 CLT Fingertip,14
2910,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B15-16 CLT Fingertip,15
2911,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_powdery_imm,5.14,0,80.36,FC,IN,CLT B15-16 CLT Fingertip,16
2912,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,ft_bounciness,1.14,0,39.64,FC,IN,CLT B15-16 CLT Fingertip,17
2913,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_silky_imm,9.67,0,61.29,FC,IN,CLT B15-16 CLT Fingertip,18
2914,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_spreadability,35.93,0,95.64,FC,IN,CLT B15-16 CLT Fingertip,19
2915,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,consistency_rate,10.07,0,89.64,FC,IN,CLT B15-16 CLT Fingertip,20
2916,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Mild and gentle on skin,in_wet,1.79,0,89.79,FC,IN,CLT B15-16 CLT Fingertip,21
2917,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Mild and gentle on skin,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B3-4 Skin Look 10min,1
2918,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Mild and gentle on skin,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B3-4 Skin Look 10min,2
279,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,ft_sticky,4.93,0,74.43,FC,IN,CLT B9-10 Skin feel IMD,3
280,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,oily_ft,0.0,0,92.07,FC,IN,CLT B9-10 Skin feel IMD,4
281,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_cooling,0.0,0,27.93,FC,IN,CLT B9-10 Skin feel IMD,5
282,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_cooling_imm,0.0,0,19.29,FC,IN,CLT B9-10 Skin feel IMD,6
283,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B9-10 Skin feel IMD,7
284,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B9-10 Skin feel IMD,8
285,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_absorption,24.29,0,115.0,FC,IN,CLT B9-10 Skin feel IMD,9
286,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,softness_imm,7.29,0,72.86,FC,IN,CLT B9-10 Skin feel IMD,10
287,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_oily_imm,0.64,0,79.64,FC,IN,CLT B9-10 Skin feel IMD,11
288,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,ft_stringiness,3.57,0,67.36,FC,IN,CLT B9-10 Skin feel IMD,12
289,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_wet,1.79,0,89.79,FC,IN,CLT B9-10 Skin feel IMD,13
290,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,amount_of_residue,22.21,0,93.79,FC,IN,CLT B9-10 Skin feel IMD,14
291,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_creamy,7.0,0,65.33,FC,IN,CLT B9-10 Skin feel IMD,15
1353,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Makes skin firmer,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,14
1354,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_thickness,11.71,0,75.67,FC,IN,CLT B11-12 CLT Skin Feel 10min,1
1355,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,ft_sticky,4.93,0,74.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,2
1356,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,ft_firmness,6.71,0,79.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,3
1357,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_greasy,3.93,0,82.86,FC,IN,CLT B11-12 CLT Skin Feel 10min,4
1358,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,oily_ft,0.0,0,92.07,FC,IN,CLT B11-12 CLT Skin Feel 10min,5
1359,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_sticky_5min,4.64,0,65.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,6
1360,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_oily_5min,0.71,0,73.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,7
1361,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,ft_peaking,3.57,0,78.27,FC,IN,CLT B11-12 CLT Skin Feel 10min,8
1362,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_cooling,0.0,0,27.93,FC,IN,CLT B11-12 CLT Skin Feel 10min,9
1363,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_wet,1.79,0,89.79,FC,IN,CLT B11-12 CLT Skin Feel 10min,10
1364,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_drag_5min,9.5,0,71.4,FC,IN,CLT B11-12 CLT Skin Feel 10min,11
1365,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,ft_stringiness,3.57,0,67.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,12
1366,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_cooling_5min,0.0,0,5.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,13
1367,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_spreadability,35.93,0,95.64,FC,IN,CLT B11-12 CLT Skin Feel 10min,14
1368,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_creamy,7.0,0,65.33,FC,IN,CLT B11-12 CLT Skin Feel 10min,15
1369,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,tightness_5min,16.57,0,73.53,FC,IN,CLT B11-12 CLT Skin Feel 10min,16
1370,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_greasy_5min,1.71,0,72.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,17
1371,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Makes skin firmer,in_absorption,24.29,0,115.0,FC,IN,CLT B11-12 CLT Skin Feel 10min,18
1372,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B3-4 Skin Look 10min,1
1373,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B3-4 Skin Look 10min,2
1374,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B3-4 Skin Look 10min,3
1375,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B3-4 Skin Look 10min,4
1376,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B3-4 Skin Look 10min,5
1377,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B3-4 Skin Look 10min,6
1378,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B3-4 Skin Look 10min,7
1379,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B3-4 Skin Look 10min,8
1380,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,shimmer,0.0,0,58.8,FC,IN,CLT B3-4 Skin Look 10min,9
1381,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B3-4 Skin Look 10min,10
1382,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B3-4 Skin Look 10min,11
1383,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B3-4 Skin Look 10min,12
1384,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Makes skin firmer,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B3-4 Skin Look 10min,13
1385,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_cooling,0.0,0,27.93,FC,IN,CLT B7-8 Skin feel IU,1
1386,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_absorption,24.29,0,115.0,FC,IN,CLT B7-8 Skin feel IU,2
1387,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_creamy,7.0,0,65.33,FC,IN,CLT B7-8 Skin feel IU,3
1388,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,oily_ft,0.0,0,92.07,FC,IN,CLT B7-8 Skin feel IU,4
1389,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_wet,1.79,0,89.79,FC,IN,CLT B7-8 Skin feel IU,5
1390,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_greasy,3.93,0,82.86,FC,IN,CLT B7-8 Skin feel IU,6
1391,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,ft_stringiness,3.57,0,67.36,FC,IN,CLT B7-8 Skin feel IU,7
1392,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,ft_peaking,3.57,0,78.27,FC,IN,CLT B7-8 Skin feel IU,8
1393,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_spreadability,35.93,0,95.64,FC,IN,CLT B7-8 Skin feel IU,9
1394,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,ft_sticky,4.93,0,74.43,FC,IN,CLT B7-8 Skin feel IU,10
1395,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,ft_firmness,6.71,0,79.57,FC,IN,CLT B7-8 Skin feel IU,11
1396,1,sst_attribute_rank,CLT B7-8,Skin feel IU,Makes skin firmer,in_thickness,11.71,0,75.67,FC,IN,CLT B7-8 Skin feel IU,12
1397,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B13-14 CLT Fragrance IMD,1
1398,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B13-14 CLT Fragrance IMD,2
1399,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Citrus,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,3
1400,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,4
1401,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Musky,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,5
1402,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Green,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,6
1403,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Floral,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,7
1404,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,8
1405,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Fruity,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,9
1406,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,10
1407,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Powdery,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,11
1408,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,12
1409,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Amber,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,13
1410,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,Reduce dark circles,fr_Woody,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,14
1411,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B1-2 Skin Look IMD,1
1412,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B1-2 Skin Look IMD,2
1413,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B1-2 Skin Look IMD,3
1414,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B1-2 Skin Look IMD,4
1415,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B1-2 Skin Look IMD,5
1416,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B1-2 Skin Look IMD,6
1417,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B1-2 Skin Look IMD,7
1418,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B1-2 Skin Look IMD,8
1419,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B1-2 Skin Look IMD,9
1420,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B1-2 Skin Look IMD,10
1421,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B1-2 Skin Look IMD,11
1422,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B1-2 Skin Look IMD,12
1423,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Reduce dark circles,shimmer,0.0,0,58.8,FC,IN,CLT B1-2 Skin Look IMD,13
1424,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,fr_Green,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,1
1425,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B17-18 Fragrance 10min,2
1426,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,3
1427,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,fr_Musky,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,4
1428,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,fr_Citrus,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,5
1429,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,Reduce dark circles,fr_Floral,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,6
1430,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B3-4 Skin Look 10min,1
1431,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B3-4 Skin Look 10min,2
1432,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B3-4 Skin Look 10min,3
1433,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B3-4 Skin Look 10min,4
1434,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B3-4 Skin Look 10min,5
1435,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B3-4 Skin Look 10min,6
1436,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B3-4 Skin Look 10min,7
1437,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B3-4 Skin Look 10min,8
1438,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B3-4 Skin Look 10min,9
1439,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce dark circles,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B3-4 Skin Look 10min,10
292,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,ft_peaking,3.57,0,78.27,FC,IN,CLT B9-10 Skin feel IMD,16
293,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_drag_imm,7.86,0,79.73,FC,IN,CLT B9-10 Skin feel IMD,17
294,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,in_spreadability,35.93,0,95.64,FC,IN,CLT B9-10 Skin feel IMD,18
295,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Instant glow,ft_firmness,6.71,0,79.57,FC,IN,CLT B9-10 Skin feel IMD,19
296,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B1-2 Skin Look IMD,1
297,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B1-2 Skin Look IMD,2
298,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B1-2 Skin Look IMD,3
299,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B1-2 Skin Look IMD,4
300,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B1-2 Skin Look IMD,5
301,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B1-2 Skin Look IMD,6
302,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B1-2 Skin Look IMD,7
303,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B1-2 Skin Look IMD,8
304,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B1-2 Skin Look IMD,9
305,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B1-2 Skin Look IMD,10
306,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B1-2 Skin Look IMD,11
307,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B1-2 Skin Look IMD,12
308,4,sst_attribute_rank,CLT B1-2,Skin Look IMD,Instant glow,shimmer,0.0,0,58.8,FC,IN,CLT B1-2 Skin Look IMD,13
309,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B5-6 Fragrance In Jar,1
310,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B5-6 Fragrance In Jar,2
311,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,3
312,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Floral,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,4
313,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Musky,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,5
314,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Citrus,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,6
315,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Green,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,7
316,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,8
317,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,9
318,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Powdery,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,10
319,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Fruity,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,11
320,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Woody,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,12
321,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,13
322,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Instant glow,fr_Amber,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,14
323,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,in_thickness,11.71,0,75.67,FC,IN,CLT B11-12 CLT Skin Feel 10min,1
324,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,ft_firmness,6.71,0,79.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,2
325,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,in_greasy,3.93,0,82.86,FC,IN,CLT B11-12 CLT Skin Feel 10min,3
326,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,oily_ft,0.0,0,92.07,FC,IN,CLT B11-12 CLT Skin Feel 10min,4
327,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,in_sticky_5min,4.64,0,65.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,5
328,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Instant glow,ft_sticky,4.93,0,74.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,6
